title,content,date,category,url
"Pertama Kali ke Menara Kembar Kuala Lumpur, Simak 3 Tips Berwisata","KUALA LUMPUR, KOMPAS.com - Menara Kembar Petronas (Petronas Twin Tower) terletak di kawasan Kuala Lumpur City Centre (KLCC), Malaysia.
Bangunan ini dikenal sebagai ikon ibukota Malaysia sejak selesai dibangun pada 1999.
Tak heran bila banyak wisatawan mancanegara memenuhi halaman Menara Kembar Petronas setiap hari untuk berfoto di hadapannya.
Buat kamu yang berencana berlibur ke Malaysia, coba simak tips wisata di Menara Kembar Petronas berikut ini.
Baca juga: Mulai April 2025, Pelajar Pemegang Kartu Jakarta Pintar Bisa Masuk Ancol Gratis
Bila ingin berfoto dengan latar Menara Kembar Petronas, hindari datang saat panas terik.

“Kalau mau berwisata, bisa datang pukul 08.00-09.00 pagi, bukan pukul 10.00 karena sudah panas,” saran pemandu wisata dari Malim Gunung Perlis, Syafiq Shukor, saat menjelaskan kepada media, Rabu (16/4/2025).
Selain pagi, bisa juga datang saat malam hari untuk melihat keindahan menara ini. Bangunan Menara Kembar Petronas akan menampilkan warna lampu merah, biru, kuning, sesuai warna bendera Malaysia.
Baca juga: Bledug Kramesan, Gunung Lumpur di Grobogan yang Jadi Tempat Wisata
Menurut Syafiq, masyarakat lokal biasanya datang ke Menara Kembar Petronas menggunakan LRT atau MRT.
KOMPAS.com/Krisda Tiofani Stasiun MRT Bukit Bintang, Kuala Lumpur, Malaysia.
Silakan turun di Stasiun Persiaran KLCC dan lanjutkan berjalan kaki mengikuti petunjuk srah menuju Suria KLCC, yakni pusat perbelanjaan di Menara Kembar Petronas.
Syafiq menuturkan, wisatawan mancanegara biasanya mengandalkan bus, selain MRT dan LRT, karena letak parkirnya yang tidak jauh dari pintu masuk menara.
Baca juga: Aquaria KLCC Kuala Lumpur: Daya Tarik, Harga Tiket, dan Lokasi
Ada banyak spot yang memungkinkan kamu berfoto dengan latar Menara Kembar Petronas. Mulai dari jarak dekat hingga jauh.
Menurut Syafiq, halaman depan Menara Kembar Petronas termasuk spot foto terbaik di tempat wisata ini.
Selain itu, bisa juga mengambil foto dari jembatan di KLCC Park atau dari kejauhan di Skybridge Saloma.
Baca juga: Cara Seru Jelajahi Alam Bali dengan ATV di Ubud
Skybridge Saloma berada di seberang Menara Kembar Petronas. Dari jembatan ini, kamu bisa melihat jelas indahnya bangunan di pusat kota Kuala Lumpur dan mengambil foto terbaik.",19/04/2025,Travel Ideas,https://travel.kompas.com/read/2025/04/19/111100627/pertama-kali-ke-menara-kembar-kuala-lumpur-simak-3-tips-berwisata
"Pemkab Tuban Hadirkan Bus Gratis ""Si Mas Ganteng"" ke Stasiun Bojonegoro, Cek Jadwal & Rutenya","KOMPAS.com - Pemerintah Kabupaten Tuban kembali menunjukkan komitmennya dalam meningkatkan pelayanan transportasi publik.
Terbaru, masyarakat kini bisa menikmati fasilitas bus gratis dari Tuban ke Stasiun Bojonegoro berkat hadirnya armada “Si Mas Ganteng”.
Bus ini bukan hanya sekadar moda transportasi biasa. ""Si Mas Ganteng"" merupakan singkatan dari Transportasi Masyarakat Tuban yang Elegan, Aman, Nyaman, dan Terintegrasi.
Baca juga: Megahnya Masjid An-Nahda di Bojonegoro, Seperti Berada di Persia
Nama yang unik ini menggambarkan tujuan layanan: memberikan pengalaman perjalanan yang berkualitas dan terjangkau bagi semua kalangan.
Bus ini berangkat setiap hari dari area parkir bus Kebonsari, Kecamatan Tuban, dengan dua jadwal keberangkatan utama:
Sementara dari Stasiun Bojonegoro, bus kembali ke Tuban pada pukul:
Rute yang dilalui mencakup berbagai kecamatan strategis seperti Tugu Pakah (Semanding), Plumpang, Rengel, hingga Soko.
Baca juga: Rute ke Masjid An-Nahda di Bojonegoro, Lebih Dekat dari Pusat Ngawi
Setelah masuk wilayah Bojonegoro, bus melintasi Terminal Rajekwesi di Jalan Veteran dan mengikuti rute yang sama untuk perjalanan sebaliknya.
Yuli Imam Isdarmawan, Kepala Bidang Lalu Lintas Angkutan Jalan Dinas Lingkungan Hidup dan Perhubungan Tuban, menegaskan bahwa layanan ini gratis dan bisa digunakan oleh siapa saja tanpa syarat khusus.
""Kami ingin memberikan alternatif transportasi yang aman dan nyaman, sekaligus mengurangi angka kecelakaan lalu lintas,"" ujarnya.

Selain sebagai solusi konektivitas, inisiatif ini juga bertujuan meningkatkan minat masyarakat untuk beralih ke angkutan umum, terutama bagi mereka yang hendak bepergian menggunakan kereta api dari Bojonegoro.
Dengan kapasitas 19 kursi per armada, layanan ini diharapkan mampu menjawab kebutuhan warga Tuban yang selama ini kesulitan akses menuju stasiun kereta.
Baca juga: Teksas Wonocolo di Bojonegoro, Wisata Migas ala Texas AS
Dengan hadirnya “Si Mas Ganteng”, bepergian dari Tuban ke Bojonegoro kini lebih mudah, aman, dan tentunya hemat.",19/04/2025,Travel News,https://travel.kompas.com/read/2025/04/19/090900327/pemkab-tuban-hadirkan-bus-gratis-si-mas-ganteng-ke-stasiun-bojonegoro-cek
"Cerita Diego Yanuar, Taklukkan Marathon 250 Km di Gurun Sahara Pakai Sandal","KOMPAS.com - Diego Yanuar, pelari asal Indonesia, berhasil menaklukkan Marathon des Sables sejauh 250 kilometer di Gurun Sahara, Maroko, dengan beralas kaki sepasang sendal.
Bagi Diego, lari bukan hanya sekadar menantang diri, tetapi juga menjadi jalan untuk meditasi, mencoba merasakan apa yang dulu dirasakan nenek moyang dari masa ke masa saat manusia berevolusi.
Baca juga: 750 Pelari Susuri Bangunan Heritage di Kota Malang Malam Hari
""Aku ingin merasakan apa yang ada di tanah, dan apa yang aku hirup. Misalnya panas, ya aku juga ingin kepanasan, misalnya sakit, aku juga ingin kesakitan, sama seperti yang dirasakan oleh nenek moyang waktu berevolusi,"" kata Diego kepada Kompas.com secara daring, Kamis (17/4/2025).
Kepada Kompas.com Diego bercerita, jauh sebelum menaklukkan ajang lari tersebut, ia merupakan seorang pelari yang sudah menyelesaikan ratusan kilometer lintasan.
Sebelum Marathon des Sables, ia juga menyelesaikan BTS100 Ultra, yaitu marathon di wilayah Bromo Tengger Semeru.
Berangkat dari obrolan sesama teman, Diego kemudian mencoba tantangan baru yakni menyelesaikan Marathon des Sables hingga ke garis finish.
Baca juga: Demi Olahraga, Ribuan Pelari Ikuti Marathon di Yogyakarta
""Aku tahu Marathon des Sables sejak dari kecil, dulu suka nontonin National Geographic, tapi itu di luar imajinasi anak umur 13-14 tahun saat itu, jadi aku tidak pernah mendalaminya,"" katanya.
Namun, setelah menargetkan Marathon des Sables, Diego kemudian mulai melakukan riset, dan dirinya yakin bahwa marathon kali ini bisa ia taklukkan.
Kata Diego, ada banyak hal yang perlu dipersiapkan sebelum dirinya berangkat Marathon des Sables, mulai dari persiapan fisik, medis, hingga logistik.
""Ada persyaratan kayak harus bawa 2.000 kalori per hari untuk makan, kalau tidak ada, kena penalty. Kalau tidak bawa surat medis dari dokter, seperti foto detak jantung, tidak boleh ikutan,"" jelasnya.
Baca juga: 1.500 Pelari Ramaikan Kebumen Half Marathon City Edition
Setiap makanan yang dibawa, sambungnya, harus dihitung jumlah kalorinya, baik itu untuk makan siang, camilan, ataupun makan malam.
""Jadi pas hari pertama di Sahara itu dicek, ini kalorinya berapa? Buat hari apa? Dan memang penting karena dari segi aktivitas sendiri kan membutuhkan energi yang banyak,"" ujar Diego.
Sementara itu, untuk persiapan minuman, katanya, saat tiba di lokasi setiap peserta akan diberi lima liter air. Setiap peserta dapat melakukan pengisian ulang air saat sampai di checkpoint.
Instagram @diegoyanuar Potret perlengkapan Diego Yanuar, pelari asal Indonesia yang berhasil taklukkan marathon 250 kilometer di Gurun Sahara pakai sendal.
Diego mengatakan, pada awalnya dirinya berangkat menggendong ransel seberat 13 kilogram dengan persiapan kalori 3.500 per hari.
Namun, setelah sampai di Gurun Sahara dan bertemu dengan rekan satu kelompok dengannya, Diego kemudian kembali memilah barang bawaan dan berhasil mengurangi dua kilogram beban.
""Begitu sampai di Sahara, pada hari pertama aku berbincang dengan orang yang ada di tenda, mereka memberikan saran dan ide mengenai barang apa saja yang perlu dibawa dan barang apa saja yang tidak perlu dibawa,"" tuturnya.
Baca juga: Candi Borobudur Dipilih Pelari Internasional untuk Lokasi Reuni
Beberapa barang miliknya yang akhirnya tidak dibawa, seperti kompor, tisu, dan bekal untuk makan siang.
Pada Marathon des Sables ini, katanya, setiap peserta marathon akan dibagi menjadi beberapa kelompok dengan jumlah anggota setiap kelompok sekitar delapan orang.
Setiap kelompok nantinya akan diberi satu tenda berber, tenda terbuka yang biasa digunakan oleh penduduk suku sahara.
""Aku satu tenda juga dengan pelari dari Indonesia yang ikut, namanya Irjen Jayadi,"" ujar Diego.
Instagram @diegoyanuar Potret perlengkapan Diego Yanuar, pelari asal Indonesia yang berhasil taklukkan marathon 250 kilometer di Gurun Sahara pakai sendal.
Selain persiapan logistik, persiapan fisik juga merupakan hal yang penting. Katanya, persiapan yang ia lakukan tidak hanya persiapan untuk marathon, tetapi juga dimulai dengan aktivitas-aktivitas kecil yang ia lakukan setiap harinya.
""Karena aku baru menyelesaikan BTS 170 kilometer, jadi persiapan fisik yang sebelumnya disiapkan untuk BTS, masih ada endurance-nya. Jadi aku jaga dengan keseharianku yang lumayan aktif,"" katanya.
Adapun rutinitas yang mendukung persiapan marathon-nya, seperti bersepeda ke kantor dengan menempuh jarak 20 sampai 22 kilometer. Ia juga berjalan kaki ketika berbelanja, menemani anak main sepeda, ataupun jalan kaki di taman.
""Jadi aku lebih mementingkan gaya hidup yang aktif, dibanding harus terpaku pada program latihan,"" katanya.
Namun demikian, Diego tetap menjaga energinya dengan ikut short run, long run, hingga angkat beban untuk persiapan membawa logistik.
Baca juga: Pelari Kutub Utara Ikut Lari Menuju Kaki Gunung Tambora
A post shared by Kompas Travel (@kompas.travel)",18/04/2025,Travel Ideas,https://travel.kompas.com/read/2025/04/18/200400227/cerita-diego-yanuar-taklukkan-marathon-250-km-di-gurun-sahara-pakai-sandal
"Wisatawan di Yogyakarta Pilih Penginapan Murah Saat Libur Lebaran 2025, Kenapa?","YOGYAKARTA, KOMPAS.com - Saat libur Lebaran 2025 lalu, banyak wisatawan di Yogyakarta memilih menginap di penginapan murah, menurut Dinas Pariwisata Daerah Istimewa Yogyakarta (DIY).
Kepala Dinas Pariwisata DIY, Imam Pratanadi mengatakan, hal itu diduga karena kemampuan ekonomi wisatawan mengalami penurunan.
Baca juga:
""Mulai dari Rp 150.000-an satu kamar, itu ternyata penuh dan menjadi pilihan,"" kata Imam, Jumat (18/4/2025).
Melihat tren ini, lanjutnya, ia mengimbau kepada kabupaten atau kota untuk membuat aturan khusus bagi indekos dan penginapan kecil. Tujuannya untuk memberikan dampak ekonomi kepada daerah sekitar melalui pajak.
Baca juga: Okupansi Hotel di Yogyakarta Hanya 50 Persen, Pengusaha Kaitkan ke Daya Beli Masyarakat
""Bisa memberikan dampak terkait perpajakan di kabupaten/kota,"" tuturnya.
Di sisi lain, saat libur rangkaian Paskah di DIY, Perhimpunan Hotel dan Restoran Indonesia (PHRI) DIY menyebut, terjadi peningkatan tingkat okupansi hotel di provinsi tersebut.
UNSPLASH/PH B Ilustrasi hotel.
""Alhamdulillah dua hari Jumat-Sabtu ini berkah bagi kami,"" ujar Ketua PHRI DIY, Deddy Pranowo Eryono.
Selama libur panjang Paskah ini, tingkat okupansi hotel di DIY tercatat mencapai 55 persen. Menurut dia, tingkat okupansi hotel masih berpotensi kembali naik.
“Libur Lebaran okupansi sekitar 50 hingga 60 persen, padahal target yang ditentukan 80 persen,” ujarnya.
Baca juga: Okupansi Hotel di Jawa Barat Lesu, PHRI Jabar Dorong Study Tour Diizinkan
Ia menduga penurunan okupansi, salah satunya karena banyak wisatawan menginap di penginapan yang relatif lebih murah.
""Mungkin kost harian, homestay itu malah ramai kemarin. Yang murah bagi tamu karena tidak kena pajak dan izin-izin,"" kata dia.
SHUTTERSTOCK/DH SARAGIH Ilustrasi Yogyakarta. Selama libur panjang Paskah ini, tingkat okupansi hotel di Daerah Istimewa Yogyakarta (DIY) tercatat mencapai 55 persen.
Deddy menuturkan, walaupun pada libur panjang akhir pekan kali ini mengalami kenaikan tingkat okupasi, hal ini masih belum bisa menyelamatkan pegawai hotel dari bayang-bayang pemutusan hubungan kerja (PHK).
Sebab, lanjut dia, hotel tidak bisa mengandalkan hanya saat libur panjang, tetapi juga butuh kerja sama dengan pemerintah atau swasta.
Baca juga: Ada Efisiensi Anggaran Pemerintah, Pesanan Hotel via OTA Masih Stabil
""Belum ada kerjasama spesifik, Pemprov (Pemerintah Provinsi) DIY juga bingung,"" ucapnya.
Para pelaku usaha hotel dan restoran tetap melakukan promosi secara mandiri dengan agenda tabletop guyub sesarengan dalam waktu dekat ini. Adanya efisiensi anggaran menjadi dasar mereka tidak hanya mengandalkan kerja sama dengan pemerintah.
""Sementara kami butuh hidup maka mandiri kami berupaya,"" pungkasnya.
Baca juga: Okupansi Hotel di Bali 55 Persen, Pengusaha Duga akibat Ekonomi Lesu
A post shared by Kompas Travel (@kompas.travel)",18/04/2025,Travel News,https://travel.kompas.com/read/2025/04/18/190500927/wisatawan-di-yogyakarta-pilih-penginapan-murah-saat-libur-lebaran-2025-kenapa
"Jembatan Tertinggi di Dunia Ada di China, Diresmikan Juni 2025","KOMPAS.com - Jembatan Huajiang Grand Canyon di China, yang diklaim sebagai jembatan tertinggi di dunia, akan diresmikan pada Juni 2025.
Jembatan di Provinsi Guizhou ini berketinggian 625 meter di atas permukaan sungai, sekitar 200 meter lebih tinggi daripada Menara Eiffel di Perancis, dilansir dari BBC, Jumat (18/4/2025).
Baca juga: China Keluarkan Travel Advisory untuk Warganya yang ke Amerika Serikat
Pembangunannya secara resmi dimulai pada 18 Januari 2022 dan ditargetkan rampung pada 30 Juni 2025.
Jembatan gantung rangka baja ini memiliki total panjang 2.890 meter. Secara keseluruhan, rangka-rangka baja tersebut beratnya sekitar 22.000 ton atau setara dengan tiga Menara Eiffel.
Baca juga:
""Proyek super yang membentang di 'celah bumi' ini akan menjadi yang pertama di dunia di kedua arah. Ini akan menjadi proyek penting lainnya untuk menunjukkan kekuatan infrastruktur China,"" kata kepala insinyur Guizhou Highway Group, Zhang Shenglin, dikutip dari CNN, Jumat (18/4/2025).

Ia melanjutkan, saat ini progres keseluruhan jembatan telah mencapai 95 persen, dan direncanakan akan dibuka untuk lalu lintas pada paruh kedua tahun 2025.
Untuk diketahui, Provinsi Guizhou adalah daerah pegunungan di China, dengan medan yang kompleks. Jembatan ini melintasi Ngarai Besar Huajiang yang juga disebut sebagai ""celah bumi"".
Baca juga:
China tengah berupaya meningkatkan infrastruktur, terutama di daerah pegunungan yang relatif terbelakang seperti Guizhou, yang berjarak sekitar 1.287 di sebelah barat Kota Shenzhen.
Dengan demikian, jembatan ini bukan hanya memecahkan rekor sebagai jembatan tertinggi di dunia, tapi juga akan mempersingkat waktu tempuh mobil ataupun truk saat melintasi Jembatan Huajiang Grand Canyon, dari dua jam menjadi hanya satu menit.
Baca juga: Alasan Orang China Sukses Berdagang dengan Produk Made in China
A post shared by Kompas Travel (@kompas.travel)",18/04/2025,Travel News,https://travel.kompas.com/read/2025/04/18/180300327/jembatan-tertinggi-di-dunia-ada-di-china-diresmikan-juni-2025
2 Bayi Penguin Humboldt Lahir di Jakarta Aquarium & Safari,"KOMPAS.com - Dua bayi penguin Humboldt lahir di Jakarta Aquarium & Safari (JAQS) di Neo Soho Mall, Jakarta Barat.
""Kami sangat bersyukur dan bahagia menyambut kelahiran dua bayi pinguin baru di rumah kami. Ini adalah bukti bahwa upaya konservasi yang kami lakukan berjalan dengan baik,"" kata General Manager Jakarta Aquarium & Safari Angela Stella, dilansir dari Antara, Jumat (18/4/2025).
Baca juga:
""Harapannya, akan semakin banyak satwa yang lahir dengan sehat di JAQS, sebagai bagian dari keberlanjutan kehidupan di bumi,"" lanjutnya.
Saat ini, kedua bayi yang belum dinamai tersebut diawasi oleh tim Life and Science Jakarta Aquarium & Safari agar pertumbuhan mereka bisa berjalan dengan optimal.
Baca juga: 4 Tips Aquarium Date di Jakarta Aquarium & Safari, Simak Sebelum Kencan
Kompas.com/Krisda Tiofani Area depan Jakarta Aquarium Safari.
Keduanya juga akan menjadi bagian dari program edukatif dan kampanye pelestarian satwa JAQS.
Ke depannya, masyarakat akan bisa mengenal satwa lebih jauh melalui program interaktif dan kegiatan digital. Misalnya kampanye penamaan bayi penguin.
Baca juga:
""JAQS mengundang masyarakat untuk turut serta menyambut kehadiran anggota keluarga baru ini dan menjadi bagian dari misi konservasi satwa di Indonesia,"" ucapnya.
Sebagai informasi, JAQS buka setiap hari dari pukul 10.00 WIB sampai 20.30 WIB. Terdapat beberapa kategori tiket yang bisa dipilih, dengan harga mulai Rp 122.000 untuk kategori Regular anak.
Baca juga: Jangan Lakukan 5 Hal Ini Saat Main ke Jakarta Aquarium & Safari
A post shared by Kompas Travel (@kompas.travel)",18/04/2025,Travel News,https://travel.kompas.com/read/2025/04/18/170600827/2-bayi-penguin-humboldt-lahir-di-jakarta-aquarium-safari
"EKSKLUSIF, Wawancara dengan Regional Vice President Marriott International Ramesh Jackson","JAKARTA, KOMPAS.com - Marriott International telah membuka beragam properti hotel dan hunian di Indonesia, antara lain The St. Regis Jakarta, Batam Marriot Hotel Harbour Bay, Four Points by Sheraton Bandung, dan Fairfield by Marriott Belitung.
Tahun ini, perusahaan multinasional asal Amerika Serikat ini akan membuka properti baru, salah satunya di Pulau Nirup di Batam, Kepulauan Riau, yang jaraknya dekat dengan Singapura.
Baca juga: Marriott International Buka 14 Properti Baru di Asia Pasifik pada 2023
Kompas.com berbincang dengan Regional Vice President- Indonesia & Malaysia at Marriott International, Ramesh Jackson, Rabu (19/3/2025), di The St. Regis Jakarta terkait Pulau Nirup dan dampak efisiensi anggaran pemerintah terhadap industri perhotelan.
Berikut wawancara selengkapnya, disajikan secara verbatim.
Kompas.com: Indonesia memasuki era bonus demografi dan akan ada banyak generasi di dalamnya, termasuk generasi Z. Bagaimana cara Marriott International dan properti di dalamnya untuk tetap relevan ke generasi muda di Indonesia? Apalagi generasi Z memiliki kebiasaan bepergian dan menginap yang berbeda dengan generasi sebelumnya.
Jackson: Saya akan membahas bagian itu (bonus demografi) terlebih dahulu, lalu saya akan membahas bagaimana kebiasaan perjalanan generasi Z. Saya rasa Anda benar sekali. Memang sudah seperti itu dan saya pikir kita melihat semakin banyak perjalanan multi-generasi.
Sebagai contoh, salah satu permintaan terbesar saat ini adalah untuk kamar keluarga. Jadi di banyak hotel saat ini, kami mulai menyediakannya. Kami mulai memiliki kamar keluarga.
Kamar keluarga berarti kamar yang sedikit lebih besar dan memiliki tempat tidur susun. Jadi jika Anda bepergian, banyak orang saat ini - mulai tidak hanya suami dan istri, tetapi suami dan istri dan beberapa anak. Kemudian jika Anda memiliki tempat tidur susun dan kamar penghubung maka orangtua bisa tinggal di satu kamar, Anda dan anak-anak Anda bisa tinggal di satu kamar (lainnya). Jadi kami melihat bahwa perjalanan multi-generasi meningkat.
Faktanya, saat ini di resor-resor di Bali dan lainnya, kategori kamar pertama yang terjual habis adalah kamar keluarga.
Baca juga: Marriott International Akan Buka 100 Properti Baru di Asia Pasifik Tahun 2021
KOMPAS.com/Yoga Sukmana Regional Vice President- Indonesia & Malaysia at Marriott International, Ramesh Jackson, Rabu (19/3/2025), di The St. Regis Jakarta, Jakarta Selatan.
Dalam hal generasi Z, apa yang mereka cari, jadi Marriott Bonvoy (program loyalitas dari Marriott International) melakukan survei besar tahun lalu. Apa yang kami temukan sangat menarik. Generasi baru ini masih sangat ingin tetap setia pada sebuah brand (merek). Mereka menyukai kesederhanaan sebagai bagian dari program perjalanan, seperti Marriott Bonvoy kami.
Sebagai contoh, saat ini kami memiliki tiga juta anggota Marriott Bonvoy di Indonesia saja. Tahun lalu, 77 persen tamu yang menginap di hotel kami adalah anggota Marriott Bonvoy. Jadi tiga juta orang ini, mereka multi-generasi. Mereka termasuk generasi muda.
Dan karena brand kami mencakup mulai dari Fairfield, Moxy, yang merupakan produk dengan harga lebih rendah, hingga The St. Regis, Ritz-Carlton Reserve, Bulgari, Anda bisa melihat bahwa generasi muda yang merupakan generasi Z, generasi milenial, adalah mereka yang baru saja bekerja, tapi mungkin mereka tidak mampu untuk tinggal di The St. Regis. Tapi coba tebak, mereka pasti bisa tinggal di Moxy atau Fairfield. Jadi mereka mulai menjadi bagian dari ekosistem Marriott Bonvoy di awal karir mereka.
Kompas.com: Berapa properti Marriott International yang akan dibuka di Indonesia tahun ini?
Jackson: Di Indonesia, kami memiliki 77 hotel. Kami akan membuka tujuh hotel lagi tahun ini.
Baca juga: Jaringan Hotel Marriott Terapkan Protokol Baru Terkait Pandemi Corona
A post shared by Kompas Travel (@kompas.travel)",18/04/2025,Hotel Story,https://travel.kompas.com/read/2025/04/18/160600727/eksklusif-wawancara-dengan-regional-vice-president-marriott-international
"Bus Trans Metro Dewata Bali Kembali Beroperasi 20 April 2025, Tarif mulai Rp 4.000","KOMPAS.com - Bus Trans Metro Dewata dijadwalkan beroperasi kembali pada Minggu (20/4/2025) dengan tarif mulai Rp 4.000, setelah sebelumnya sempat berhenti melayani penumpang sejak awal tahun 2025.
Kepala Bidang Angkutan Jalan Dinas Perhubungan Bali, Nyoman Sunarya menyampaikan, bus berwarna merah ini nantinya akan mudah ditemui di halte-halte dengan durasi waktu tunggu antar-bus sekitar 16 menit.
Baca juga:
“Headway-nya berubah karena busnya berkurang menjadi sekarang 15-16 menit, tapi rutenya tetap yang kita pakai yang ada kemarin enam koridor,"" kata Sunarya, dikutip dari Antara, Jumat (18/4/2025).
Jam operasional bus dimulai pukul 04.30 Wita sebagai keberangkatan pertama, sampai 19.00 Wita sebagai keberangkatan terakhir. Jadwal tiap koridor berbeda-beda.
Dokumentasi Trans Metro Dewata.  Penumpang Bus Trans Metro Dewata.
Sunarya juga mengimbau pelaku perjalanan untuk memantau pergerakan bus Trans Metro Dewata lewat aplikasi di ponsel mereka.
Aplikasi tersebut adalah Mitra Darat yang telah digunakan sejak awal keberadaan bus Trans Metro Dewata.
Ada pula aplikasi Trans Metro Dewata yang lebih spesifik dipantau Unit Pelaksana Teknis Daerah (UPTD) Pemerintah Kota Denpasar, Pemerintah Kabupaten Badung, Gianyar, dan Tabanan (Sarbagita).
""Mungkin (aplikasi Trans Metro Dewata) hanya namanya berbeda, sedangkan Mitra Darat seluruh Indonesia bisa dilacak seperti Banyumas, Solo, dan yang lain masuk, sekarang yang satu ini lebih melihat Trans Metro Dewata saja lebih spesifik Bali,"" jelas Sunarya.
Baca juga:
A post shared by Kompas Travel (@kompas.travel)",18/04/2025,Travel News,https://travel.kompas.com/read/2025/04/18/150500927/bus-trans-metro-dewata-bali-kembali-beroperasi-20-april-2025-tarif-mulai-rp
Gunung Batok di Bromo Dilarang untuk Didaki,"KOMPAS.com – Saat berkunjung ke Gunung Bromo di Jawa Timur, wisatawan biasanya mengunjungi spot panorama, seperti Bukit Cinta, Bukit Teletubbies, atau pasir Berbisik.
Pendaki juga bisa naik sampai bibir kawah Gunung Bromo yang masih aktif dan mengeluarkan asap.
Namun selain Gunung Bromo, di kaldera juga masih ada satu gunung lagi, yakni Gunung Batok yang bentuknya seolah seperti batok kelapa terbalik.
Baca juga: Ada Pembatasan Kunjungan ke Gunung Bromo Khusus 21 April 2025, Catat Jamnya
Mungkin, banyak orang yang bertanya-tanya apakah mereka bisa mendaki Gunung Batok itu saat berkunjung ke Bromo.

Kompas.com sudah mengonfirmasi langsung kepada pihak Balai Besar Taman Nasional Bromo Tengger Semeru (BB TNBTS) soal jawaban dari pertanyaan itu.
Kepala Bagian Tata Usaha (Kabag TU) BB TNBTS Septi Eka Wardhani mengatakan bahwa Gunung Batok dilarang didaki.
Baca juga: INFOGRAFIK: Hoaks Pasangan Berpose di Ladang Ganja Gunung Bromo, Foto Dibuat AI
“Sebenarnya Gunung Batok tidak untuk didaki,” kata dia kepada Kompas.com melalui WhatsApp, Jumat (18/4/2025).
KOMPAS.com/ANGGARA WIKAN PRASETYA Gunung Batok di Kaldera Gunung Bromo.
Meski begitu, sambung Septi, pihaknya mengakui bahwa terkadang masih ada pendaki yang nekat mendaki Gunung Batok.
“Akses naik Gunung Batok yang bisa dari sisi mana saja memang menyulitkan kami untuk selalu mengawasi wisatawan,” ujar dia.
Baca juga: Temuan Ladang Ganja di Bromo, Pemda Diminta Awasi Kawasan Wisata
Pihaknya pun sangat mengharapkan kepedulian wisatawan Gunung Bromo untuk tidak memasuki lokasi yang dilarang.",18/04/2025,Travel News,https://travel.kompas.com/read/2025/04/18/130640427/gunung-batok-di-bromo-dilarang-untuk-didaki
Pemkab Semarang Akan Gelar Event Melukis Destinasi Wisata Heritage Ambarawa,"UNGARAN, KOMPAS.com - Pemerintah Kabupaten Semarang mengundang ratusan perupa dan pelukis untuk berpartisipasi dalam Painting On The Spot (OTS) 2 Pelukis Nusantara 2025.
Even yang digagas bersama Hanoman Art dan Himpunan Perupa Palagan Ambarawa ini akan diselenggarakan 23-25 Mei 2025 di pelataran parkir Gua Maria Kerep Ambarawa.
Sekretaris Daerah Kabupaten Semarang Djarot Supriyoto mengatakan, para pelukis tersebut berasal dari Jawa dan Bali.
Baca juga: 10 Tempat Wisata Bandungan Semarang 2025, Spot Healing Berhawa Sejuk
""Namun, bisa juga dari beberapa daerah lain di Indonesia, karena animonya cukup besar, sampai sekarang sudah ada 300-an pelukis yang terdaftar. Ditargetkan ada 600 pelukis yang berpartisipasi,"" ungkapnya, Senin (14/4/2025).
Menurut Djarot, event ini bisa mendongkrak kunjungan wisatawan ke Kabupaten Semarang, utamanya di kawasan heritage Ambarawa.
A post shared by Kompas.com (@kompascom)
""Rencananya, akan kami jadikan event tahunan Pemkab Semarang, khususnya untuk mengembangkan berbagai potensi di Kabupaten Semarang, contoh potensi kesenian, budaya, potensi alam, hingga potensi bangunan-bangunan bersejarah yang sangat banyak di Kabupaten Semarang,"" ungkapnya.
Menurut Djarot, selain melukis on the spot, acara juga akan diisi pameran lukisan, gebyar UMKM, termasuk pentas seni dari berbagai komunitas.
Sementara Ketua Panitia Painting OTS 2 Pelukis Nusantara 2025, Yoseph Bambang Trihardjono mengatakan pelukis akan menggambar spot wisata heritage yang ada di Ambarawa dan sekitarnya.
Baca juga: 10 Tempat Wisata Semarang 2025, Kunjungi Bersama Keluarga
Di antaranya Stasiun Jambu, Museum Palagan, Benteng Pendem atau Benteng Fort Willem I di Ambarawa, Gereja Jago, Patung Sudirman, Mapolsek Ambarawa, Rumah Batik, RPH (Rumah Pemotongan Hewan), Pasar Projo, hingga Rawa Pening.
Menurutnya, tema Painting OTS 2 ini adalah Heritage and Nature of Ambarawa, dengan sub tema Human Activity in Town.
""Perupa diwajibkan melukis bangunan bersejarah di Ambarawa sekaligus menampilkam interaksi penduduk. Jadi tidak hanya pemandangan atau obyek utama saja, tapi juga ada aktivitas penduduknya yang dihadirkan di lukisan para perupa itu,"" kata Yoseph.",18/04/2025,Travel News,https://travel.kompas.com/read/2025/04/18/124116227/pemkab-semarang-akan-gelar-event-melukis-destinasi-wisata-heritage-ambarawa
